DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2000-0020-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal provinces",,,No,No,No,,,°C,,,,2000,1,,2000,1,,275,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2000-0027-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Etat du Penjab,,,No,No,No,,,,,,,2000,1,30,2000,1,30,18,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0030-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Bihar State,,,No,No,No,,,,,,,2000,1,9,2000,1,9,10,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0077-IND,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Train,IND,India,Southern Asia,Asia,Pusawar (Near Bhusawal),,,No,No,No,,,,,,,2000,2,19,2000,2,19,18,23,,,23,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0147-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Raja Ka Bagh area (Near Dharamsala, Himachal Pradesh)",,,No,No,No,,,,,,,2000,3,8,2000,3,8,22,30,,,30,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0208-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Bhopal,,,No,No,No,,,,,,,2000,4,21,2000,4,21,16,53,,,53,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0209-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Bhopal,,,No,No,No,,,,,,,2000,3,,2000,3,,24,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0224-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Almora district (Uttar Pradesh),,,No,No,No,,,,,,,2000,4,27,2000,4,27,53,15,,,15,,,,,,,56.5142905592776,,2005-07-22,2023-09-25
2000-0236-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Midnapore,,,No,No,No,,,,,,,2000,5,8,2000,5,8,20,19,,,19,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0243-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Doda (Cachemire Indien),,,No,No,No,,,,,,,2000,5,12,2000,5,12,26,30,,,30,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0289-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Chamba (Uttar Pradesh),,,No,No,No,,,,,,,2000,6,3,2000,6,3,18,28,,,28,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0306-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,"Gonda, Banda districts (Uttar Pradesh)",,,No,No,No,,,Vaccinated,,,,2000,5,,2000,5,,84,,1055,,1055,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0308-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Delhi,,,No,No,No,,,,,,,2000,5,,2000,5,,,,192,,192,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0313-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Banihal (Cachemire),,,No,No,No,,,,,,,2000,6,11,2000,6,11,27,25,,,25,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0323-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh province,,,No,No,No,4812,100,Kph,,,,2000,10,17,2000,10,17,,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",2003-07-01,2023-09-25
2000-0332-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province), ",,Broken Dam/Burst bank,No,No,No,,55000,Km2,,,,2000,6,10,2000,6,10,20,,3000000,,3000000,,,,,,,56.5142905592776,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17572,""adm2_name"":""Lohit""},{""adm2_code"":17575,""adm2_name"":""West Siang""}]",2005-09-15,2023-09-25
2000-0358-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Moradabad, Bijnor districts (Uttar Pradesh province), Uttarakhand province",,,No,No,No,,,,,,,2000,6,,2000,6,,43,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17899,""adm2_name"":""Bijnor""},{""adm2_code"":17928,""adm2_name"":""Moradabad""}]",2003-07-01,2023-09-25
2000-0415-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Ghatkopar village (Mumbai Suburban district, Maharashtra province)",Heavy rain,,No,No,No,,,,,,,2000,7,12,2000,7,12,58,38,7000,,7038,,,,,,,56.5142905592776,"[{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",2005-04-24,2023-09-25
2000-0444-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,No,No,No,,,Km2,,,,2000,7,,2000,7,,130,,,,,,,,,,,56.5142905592776,"[{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70045,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70050,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17575,""adm2_name"":""West Siang""},{""adm2_code"":70084,""adm2_name"":""Lower Dibang Valley""}]",2003-07-01,2023-09-25
2000-0445-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",Monsoonal rain,,Yes,No,No,7087,300000,Km2,,,"Brahmaputra and its tributaries, Bagmati, Kosi, Gandak, Murigandak, Kamlabalan, Mahananada, Adhwara, Ganges, Bhagra, Ganga, Burhi Gandak, Bagmati and Punpun",2000,8,2,2000,8,30,867,,22000000,,22000000,,,,,43000,76087,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm1_code"":70074,""adm1_name"":""Chandigarh""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17670,""adm2_name"":""Kinnaur""},{""adm2_code"":17945,""adm2_name"":""Bankura""},{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":17949,""adm2_name"":""Haora""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":17953,""adm2_name"":""Maldah""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17956,""adm2_name"":""Nadia""},{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""},{""adm2_code"":70296,""adm2_name"":""West Midnapore""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",2008-01-03,2023-09-25
2000-0459-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,IND,India,Southern Asia,Asia,"Mumbai, Thane districts",,,No,No,No,,,,,,,2000,7,,2000,7,,27,,79,,79,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0462-IND,No,tec-tra-air-air,Technological,Transport,Air,Air,,Boeing 737-200,IND,India,Southern Asia,Asia,Patna,,,No,No,No,,,,,,,2000,7,17,2000,7,17,56,7,,,7,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0498-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Pithoragarh, Naini Tal districts (Uttarakhand province)",,,No,No,No,,,,,,,2000,8,11,2000,8,11,86,,,,,,,,,,,56.5142905592776,"[{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",2003-07-01,2023-09-25
2000-0534-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",Brief torrential rain,,No,No,No,,129500,Km2,,,Godavari,2000,8,23,2000,8,31,179,16,,252000,252016,,,,,173000,306117,56.5142905592776,"[{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17553,""adm2_name"":""Hyderabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17559,""adm2_name"":""Medak""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17562,""adm2_name"":""Nizamabad""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17564,""adm2_name"":""Rangareddi""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",2006-02-23,2023-09-25
2000-0568-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,2000,8,,2000,8,,34,,116,,116,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0599-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Building,IND,India,Southern Asia,Asia,Tundla (Uttar Pradesh),,,No,No,No,,,,,,,2000,9,2,2000,9,2,25,9,,,9,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0610-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",Monsoonal rain,,No,No,No,,12680,Km2,,,"Ganges, Kosi, Bagmati, Burhi Ganduk, Hoogly, Kharia, Ichamati and Jamuna",2000,9,18,2000,10,21,884,,24600000,,24600000,,,,,691500,1223584,56.5142905592776,"[{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":17953,""adm2_name"":""Maldah""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17614,""adm2_name"":""Munger""},{""adm2_code"":70095,""adm2_name"":""Banka""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":17600,""adm2_name"":""Deoghar""},{""adm2_code"":70142,""adm2_name"":""Dumka""},{""adm2_code"":70154,""adm2_name"":""Sahibganj""}]",2005-09-15,2023-09-25
2000-0698-IND,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Enteric diseases,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Vaccinated,,,,2000,10,,2000,10,,51,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0709-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Andhra Pradesh state,,,No,No,No,,,Vaccinated,,,,2000,10,12,2000,10,12,14,,64,,64,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0738-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,North 24 Parganas district (West Bengal province),,,No,No,No,,309,Km2,,,,2000,10,19,2000,10,19,6,,534035,,534035,,,,,,,56.5142905592776,"[{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""}]",2003-07-01,2023-09-25
2000-0744-IND,No,tec-ind-gas-gas,Technological,Industrial accident,Gas leak,Gas leak,,Chlorine gas,IND,India,Southern Asia,Asia,"Udumalpet (Coimbatore district, Tamil Nadu)",,,No,No,No,,,m3,,,,2000,11,1,2000,11,1,,351,,,351,,,,,,,56.5142905592776,,2004-10-19,2023-09-25
2000-0785-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,03B,IND,India,Southern Asia,Asia,"Nagappattinam, Thanjavur, Sirkali, Papanasam, Tiruvallur, Tiruvarur areas (Cuddalore district, Tamil Nadu province), Andhra Pradesh province",,,No,No,No,,120,Kph,,,,2000,11,29,2000,11,29,,,30000,,30000,,,,,,,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""}]",2003-07-01,2023-09-25
2000-0795-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,Supaul district (Bihar),,,No,No,No,,,Vaccinated,,,,2000,10,26,2000,10,26,13,,287,,287,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0803-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,"Chamoli (Chamba region, Himachal Pradesh state)",,,No,No,No,,,,,,,2000,12,19,2000,12,19,50,3,,,3,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0816-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,Amritsar-bound howrah mail express,IND,India,Southern Asia,Asia,Sarai Banjara (Punjab state),,,No,No,No,,,,,,,2000,12,2,2000,12,2,42,131,,,131,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0874-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese Encephalitis,IND,India,Southern Asia,Asia,Nawadah district (Bihar),,,No,No,No,,,Vaccinated,,,,2000,8,31,2000,8,31,19,,58,,58,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0895-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,Daltonganj (Bihar),,,No,No,No,,,,,,,2000,4,12,2000,4,12,29,4,,,4,,,,,,,56.5142905592776,,2005-02-03,2023-09-25
2000-0900-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,"Bairagarh, Bhopal",,,No,No,No,,,,,,,2000,8,23,2000,8,23,,3000,,,3000,,,,,,,56.5142905592776,,2005-02-03,2023-09-25
2000-0903-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,"Kalluvathukal, Kollam (Kerala)",,,No,No,No,,,,,,,2000,10,21,2000,10,22,31,230,,,230,,,,,,,56.5142905592776,,2005-02-03,2023-09-25
2000-0921-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Kalel (Himachal Pradesh),,,No,No,No,,,,,,,2000,1,21,2000,1,21,36,1,,,1,,,,,,,56.5142905592776,,2005-07-21,2023-09-25
2000-0922-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Tehri Garwal (Uttar Pradesh),,,No,No,No,,,,,,,2000,1,31,2000,1,31,29,17,,,17,,,,,,,56.5142905592776,,2005-07-21,2023-09-25
2000-0924-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Chindwara (Madhya Pradesh),,,No,No,No,,,,,,,2000,2,27,2000,2,27,24,26,,,26,,,,,,,56.5142905592776,,2005-07-21,2023-09-25
2000-0925-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Sarahan,,,No,No,No,,,,,,,2000,3,7,2000,3,7,41,11,,,11,,,,,,,56.5142905592776,,2005-07-21,2023-09-25
2000-0927-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Mangole (Karnataka),,,No,No,No,,,,,,,2000,3,31,2000,3,31,25,44,,,44,,,,,,,56.5142905592776,,2005-07-21,2023-09-25
2000-0928-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,Jodhpur-bound Surya Nagari Express,IND,India,Southern Asia,Asia,Pali district (Rajastan),,,No,No,No,,,,,,,2000,4,3,2000,4,3,,100,,,100,,,,,,,56.5142905592776,,2005-07-21,2023-09-25
2000-9222-IND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",,Food shortage|Heat wave,No,No,Yes,2247,,Km2,,,,2000,4,,2001,,,20,,50000000,,50000000,,,,,588000,1040445,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",2008-01-03,2023-09-25
2001-0011-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Punjab provinces",,,No,No,No,,-22,°C,,,,2001,1,,2001,1,,125,,,,,,,,,,,58.1114743743821,"[{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2001-0033-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a8ds,,IND,India,Southern Asia,Asia,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",,,Yes,No,No,118929,7.7,Richter,23.419,70.232,,2001,1,26,2001,1,26,20005,166812,4365000,1790000,6321812,,,100000,172083,2623000,4513739,58.1114743743821,"[{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17637,""adm2_name"":""Banas Kantha""},{""adm2_code"":17638,""adm2_name"":""Bharuch""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17640,""adm2_name"":""Gandhinagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17643,""adm2_name"":""Kachchh""},{""adm2_code"":17644,""adm2_name"":""Kheda""},{""adm2_code"":17645,""adm2_name"":""Mahesana""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17648,""adm2_name"":""Sabar Kantha""},{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":70124,""adm2_name"":""Anand""},{""adm2_code"":70125,""adm2_name"":""Dahod""},{""adm2_code"":70127,""adm2_name"":""Navsari""},{""adm2_code"":70129,""adm2_name"":""Patan""},{""adm2_code"":70130,""adm2_name"":""Porbandar""}]",2014-04-04,2023-09-25
2001-0061-IND,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Unknown,IND,India,Southern Asia,Asia,Siliguri (West Bengal),,,No,No,No,,,Vaccinated,,,,2001,2,1,2001,2,1,28,,42,,42,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0088-IND,No,tec-ind-ind-ind,Technological,Industrial accident,Industrial accident (General),Industrial accident (General),,Coal mine,IND,India,Southern Asia,Asia,Dagdigi (Dhanbad),,,No,No,No,,,m3,,,,2001,2,2,2001,2,2,29,,,,,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0098-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Tirurangadi,,,No,No,No,,,,,,,2001,3,11,2001,3,11,40,9,,,9,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0243-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",Moosonal rain,,No,No,No,,,Km2,,,,2001,6,5,2001,6,22,5,,700000,,700000,,,,,,,58.1114743743821,"[{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17887,""adm2_name"":""West Tripura""}]",2005-09-19,2023-09-25
2001-0259-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Kaimur district (Bihar state),,,No,No,No,,,,,,,2001,6,17,2001,6,17,15,20,,,20,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0287-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Near Calicut (Kerala state),,,No,No,No,,,,,,,2001,6,22,2001,6,22,57,300,,,300,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0312-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,,,,No,No,No,,,,,,,2001,6,30,2001,6,30,36,15,,,15,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0330-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,IND,India,Southern Asia,Asia,"Mumbai, Thane",,,No,No,No,,,,,,,2001,6,18,2001,6,18,16,,83,,83,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
